Company Name,Description,Address,Telephone Number,Fax Number,Telex Number,Website,Email Address,Category
Grandfame Ship Management Ltd,"[Shipping Companies] Our business covers sales & purchase, chartering, ship management, agency, consultancy and registration.
[Local Shipping Agents] To Handle all kinds of port agency services, and protective agents in China and ship registration.
[Ship Brokers] We specialise in ship sales & purchase, cargo broking, voyage chartering, time & fixed chartering.
[Ship Management] We offer comprehensive ship manage services from full commerical & crew management, to insurance arrangement, supply to technical / engineering management.
[Maritime Consultancy] We specialize in ship registration, company incorporation, commercial dispute, claims handling, repair and maintenance and superintendent repairing services.
[Shipping Registries] Ship Registration, offshore company incorporation.
[Marine Suppliers (Equipment)] The authorized dealer of Shanghai Metalock and Jiangsu Antai Power to supply marine equipment, e.g main engine, etc.","2306, 23/F.,
118 Connaught Road West,
Hong Kong.",(852) 2375-2068,(852) 2858-1389,,http://www.gfship.hk,gfship@gfship.hk," Local Shipping Agents, Maritime Consultancy, Marine Suppliers (Equipment), Ship Brokers, Ship Management, Shipping Companies, Shipping Registries"
Greater China Transport Logistics,"Daily news web portal providing maritime, transport, logistics and supply chain management news in the Asia Pacific region.","Rm 1501, 
Millennium City 5,
418 Kwun Tong Road,
Kwun Tong,
Kowloon, 
Hong Kong.",(852) 2562-9195,(852) 2516-7094,,http://www.gctl8.com,info@GCTL8.com, Shipping Publications
Greens (HK) Ltd.,Supply of provision products and specialise in Indian Food Products.,"19th Floor, 
Mei Kei Ind. Bldg,
30-40 Wing Lap Street,
Kwai Chung,
New Territories,
Hong Kong.",(852) 3528-0040,(852) 3528-0048,,http://www.greens.com.hk,raja@greens.com.hk, Marine Suppliers (General Stores)
G-Star Logistics (HK) Ltd,our company is a freight forwarder with good agent network coverage across the continents.,"Rm A1, 12/F, 
Yee Lim Ind Centre,
Block A,
2-28 Kwai Lok St,
New Territories,
Hong Kong. ",(852) 3188-2367,(852)2498-3803,,,vincenttang@g-starlogistics.com, Shipping Companies
Guangdong and Hong Kong Feeder Association Ltd.,To represent and promote relationships with government and private logistic institutions for member interests and benefits of the feeder industry. ,"3/F.,
Parklane Building,
235 Queen's Road Central,
Sheung Wan, 
Hong Kong.",(852) 2137-9351 ,(852) 3585-3009,,http://www.ghkfal.org,info@ghkfal.org, Trade/Shipping Organizations
Guangzhou Shui Nam Logistics Services Ltd. ,We have obtained a NVOCC license No. MOC-NV00662 issued by Ministry of Communication P.R. China to provide freight forwarding services to and from China. ,"6/F., 
Tern Centre, Tower 1,
237 Queen's Road,
Central,
Hong Kong.",(852) 2815-1812 ,(852) 2851-9997 ,,http://www.shuinam.com.hk,kennethchan@shuinam.com.hk , Freight Forwarders/Logistics
Guideline (HK) Limited,Shipping and forwarding. ,"Unit 804-805, 8/F.,
Technology Park,
18 On Lai Street,
Sha Tin,
Hong Kong ",(852) 3741-6500 ,(852) 3741-6501 ,,http://www.guideline.com.hk,prijual@guideline.com.hk, Freight Forwarders/Logistics
Gulf Agency Company (Hong Kong) Ltd,GAC is one of the world's largest ship agencies with a long standing reputation for quality service through a worldwide network.,"12/F, SML Tower, 
165 Hoi Bun Road,
Kwun Tong,
Kowloon,
Hong Kong.",(852) 2723-6306 ,(852) 2723-3413,94075241 GACH G ,http://www.gac.com,hongkong@gac.com," Freight Forwarders/Logistics, Local Shipping Agents, Shipping Companies"
H and H Consultants & Survey Limited,"Marine/cargo P&I survey, consultants, loss adjusters, pre-shipment, quality control & laboratory testing, on/off hire of vessels survey & containers inspection. ","Flat A, 16/Fl.,
On Fuk Ind. Bldg.,
No. 41-45 Kwai Fung Crescent,
Kwai Chung,
New Territories,
Hong Kong.",(852) 2439-9111 ,(852) 2439-6222,,http://hench.com.hk,info@hench.com.hk, Surveyors
Hai Fu Marine Electrical & Hardware Co.,"Marine electricals, navigation lamps & lights, pilot lamps, mercury lamps, plugs & receptacles, lamp holders, fluorescent lamps, suez canal searchlights ","Unit A, 14/F.,
Hong Kong Industrial Bldg,
444-452 Des Voeux Road West,
Hong Kong. ",(852) 2559-2527 ,(852) 2858-4064 ,,,haifu@netvigator.com , Marine Suppliers (General Stores)
Hai Luen Trading Co. (HK) Ltd.,"Supplying provisions: specific in duty free products - cigarette, alcoholic drink.","17/FL,
9 Des Voeux Rd West,
Hong Kong.",(852) 2545-0956,(852) 2815-0594,,http://www.hailuen.com,hlstore@hailuen.com, Marine Suppliers (General Stores)
"Haida United Marine Tech-services Co.,Ltd.","Bunker survey, pre-shipment, loading & stowage survey, on/off hire survey, P&I survey, etc","7B,
Yardley Commercial Building,
3 Connaught Road West
Hong Kong.","(852) 2526-1833
(852) 6992-6055",(852) 2537-6477 ,,http://www.hdumarine.com,hdum.hk@hdumarine.com, Surveyors
Hannaford Forensic Services (Asia) Ltd,"We undertake, investigations of marine fires & explosions, argricultural cargoes, materials failure and chemical spills and contamination.","Rm 502, 5/F.,
Hoseinee House,
69 Wyndham Street,
Central,
Hong Kong.",(852) 2458-0577,(852) 2548-0588,,http://www.hfs-asia.com,hongkong@hfs-asia.com, Maritime Consultancy
Hansen Exhibition Forwarding Ltd,"International freight forwarder - major areas: China & HK - specialising in exhibition forwarding, project, household removal, sea & air freight cargo.","Unit 13, 13/FL,
New Commerce Centre,
19 On Sum Street,
Siu Lek Yuen,
New Territories,
Hong Kong.",(852) 2367-2303,(852) 2369-0479,,,info@hansenhk.com , Freight Forwarders/Logistics
Harbour City Estates Ltd,"Property management, office & retails, leasing, carpark operation and cruise terminal operation.","15th floor,
South Tower,
World Finance Centre Harbour City,
Canton Road,
Tsim Sha Tsui,
Kowloon,
Hong Kong.",(852) 2118-8668 ,(852) 2736-2481,,http://www.oceanterminal.com.hk,operations@terminal.harbourcity.com.hk , Cruise Terminal
Hellenberg International Limited,"The awarded safety training and security exercises for maritime and seaport operators in preventing piracy, armed robbery and other interruptions.","20A, 20th floor,
No 9 Queen' s Road Central, 
Hong Kong.",(852) 3189-7634,(852) 3189-7689,,http://www.hellenberg.org,office@hellenberg.org, Maritime Consultancy
Helmsman Supply Limited,"Supply Chain Solutions provider for vessels with bunker services, launch services, lubricant services and supplementary services.","Room 15, 25/F,
Hong Kong Plaza,
188 Connaught Road West,
Hong Kong.",(852) 2851-9292,(852) 2851-7799,,http://www.helmsmansupply.com/,fix@helmsmansupply.com, Bunkers
Hempel (China) Ltd.,"Manufacturing & supplying full range of high quality coatings for: Marine, Container, Protective, Yachts,
Decorative, etc. ","Unit 1509-16,
15th Floor,
BEA Tower,
Millennium City 5,
418 Kwun Tong Road,
Kowloon,
Hong Kong.",(852) 2857-7663,(852) 2517-6311,,http://www.hempel.com,dac@hempel.com, Paints & Coatings
Hench Public Marine & Cargo Survey (H.K.) Ltd.,"International insurance Brokerage specialized in all type of marine insurance including hull, P&I and cargo and liability insurance.","16/F., Flat A,
On Fuk Ind. Building,
No.41-45,Kwai Fung Crescent,
Kwai Chung,
New Territories,
Hong Kong.",(852) 2439-9111 ,(852) 2439-6222 ,,http://www.hench.com.hk,info@hench.com.hk," Maritime Consultancy, Surveyors"
Hill Dickinson Hong Kong,"Personal injury and cargo claims, charterparty disputes, ship mortgage enforcement. General contractual disputes, sale of goods disputes, employment disputes.","Room 3205, 32/F,
Tower Two,
Lippo Centre,
89 Queensway,
Admiralty,
Hong Kong.",(852) 2525-7525,(852) 2525-7526,,http://www.laracyco.com,hkinquiries@hilldickinson.com., Maritime Law Firms
Holman Fenwick Willan,"International law firm specializing in all aspects of shipping law - admiralty, cargo claims and corporate.
","15/F, 
Tower One,
Lippo Centre,
89 Queensway,
Hong Kong.",(852) 3983-7788,(852) 3983-7766,,http://www.hfw.com,Holmans@hfw.com, Maritime Law Firms
Honest Overseas Marine Services Ltd. ,"Bunker Survey and Bunker Sample Analysis,  Bunker Loading at terminal, De-/Re- bunker, Drinking  Water Analysis, Sludge Disposal Survey, Draft survey, On/off-hire Full Condition Survey.","Rm. 607,
Yue Fung Industrial Building,
35-45 Chai Wan Kok Street,
Tsuen Wan,
New Territories,
Hong Kong. ",(852) 3582-4338,(852) 3522-7262,,http://www.homs-marine.com,operations@homs-marine.com, Surveyors
Hong Kong & Kowloon Motor Boats & Tug Boats Association Ltd,"To promote and encourage unity and friendly relationship among the members, and expansion of their motor launches business. ","48 Man Cheong Bldg,
3rd Floor,
Ferry Point,
Kowloon,
Hong Kong.",(852) 2384-1435,(852) 2780-8156,,http://www.mbta.org.hk,info@mbta.org.hk, Trade/Shipping Organizations
Hong Kong Export Credit Insurance Corporation,Statutory body providing credit insurance for exports of goods and services against non-payment risks arising from commercial and political events.,"2/F, 
Tower I, 
South Seas Centre,
75 Mody Road,
Tsim Sha Tsui East,
Kowloon,
Hong Kong.",(852) 2732-9988,(852) 2722-6277,,http://www.hkecic.com,info@hkecic.com, Trade/Shipping Organizations
Hong Kong Pilots Association Ltd,Hong Kong Harbour pilotage services.,"1601-1606,
Hong Kong Plaza,
186-191 Connaught Road West,
Hong Kong.","Office hours:
(852) 2803-0840
24 hours:
(852) 2803-0003","General:
(852) 2803-0859
Pilot booking:
(852) 2803-0860
(852) 2803-0861",,,enquiry@hkpilots.com, Pilots
"Hong Kong Qianhe Shipping (Group) Co., Ltd.","Provision of Project Management on shipping services, including oil spill response, sludge taking over and disposal, ship tanks cleaning and garbage removal and treatment.","Rm.2210, 22/F., 
West Tower,
Shun Tak Centre,
168-200 Connaught Road Central, 
Hong Kong.",(852) 2548-1808,(852) 2548-1012,,http://www.qianheshipping.com,sales@qianheshipping.com, Others
Hong Kong Sea Transport and Logistics Association ,"To provide platform and organize activities that help to enhance business relations among members, and strive more benefits for members.","A 7-9, 8/F,
Blk A,
Proficient Ind. Ctr.,
6 Wang Kwun Road,
Kowloon Bay,
Hong Kong.",(852) 2687-2633,(852) 2687-2733,,http://www.hkstla.org,info@hkstla.org, Trade/Shipping Organizations
Hong Kong Shipping Gazette,"Shipping information, shipping schedules, cargo tracking, shipping and trade news - all updated daily","Unit 2, 13/F.,
Eastern Centre,
1065 King's Road,
Quarry Bay,
Hong Kong.",(852) 2880-9555,(852) 2563-0723,,http://www.shippingazette.com,info@shippingazette.com, Shipping Publications
Hong Kong Shipping Registry,Registration of ships and its follow-up services ,"3/F,
Harbour Bldg,
38 Pier Road,
Central,
Hong Kong.",(852) 2852-4387,(852) 2541-8842,,../home.html,hksr@mardep.gov.hk, Shipping Registries
Hong Kong Ships' Fumigation Co. Ltd.,"Pest-control service and ships' cargo fumigation, quarantine fumigation, AGM inspection, Grain Fumigation","Rm.1509,
International Trade Centre,
11-19 Sha Tsui Rd,
Tsuen Wan,
New Territories,
Hong Kong.","(852) 2891-2730 
(852) 9018-8668",(852) 2838-2149,,http://www.hkshipsfumigation.com,info@hkshipsfumigation.com, Others
"Hong Kong Ships Supplies Co., Ltd.","Established in HongKong since 1967. Supply Nautical Charts & Publications(Digital/Paper) and Instruments such as Chronomenters, Barometers & Sextants.","Room 501,
Bonham Trade Centre,
50 Bonham Strand,
Sheung Wan,
Hong Kong.",(852) 2522-1892,(852) 2868-1748,,http://www.hkshipsupplies.com.hk,charts@hkshipsupplies.com.hk, Marine Suppliers (General Stores)
Hongkong Association of Freight Forwarding And Logistics Ltd.,"HAFFA is a non-profit making organization which promotes, protects and develops the carriage of goods in Hong Kong. ","8/FL,
China Hong Kong Centre,
122-126 Canton Rd,
Tsim Sha Tsui,
Kowloon,
Hong Kong.",(852) 2796-3121,(852) 2796-3719,,http://www.haffa.com.hk,enquiry@haffa.com.hk," Freight Forwarders/Logistics, Trade/Shipping Organizations"
Hongkong International Terminals Limited,"HIT operates 12 berths at Terminals 4, 6, 7 & 9 (North), is one of the major terminal operatiors in Kwai Tsing port.","Terminal 4,
Container Port Road South,
Kwai Chung,
Hong Kong. ",(852) 2619-7888,(852) 2480-4765,,http://www.hit.com.hk,gca@hit.com.hk, Container Terminals
Hongkong Salvage & Towage,"Harbour and ocean towage / salvage, vessel management / chartering, marine pollution control, heavy lifting, newbuilding design, supervision and consultancy, project management.","2/F.,
HUD Administration Building,
TYTL 108RP, 
Sai Tso Wan Road,
Tsing Yi,
New Territories,
Hong Kong.",(852) 2612-6800,(852) 2480-5894,,http://www.hktug.com,hkst@hktug.com, Towage & Salvage
Hongkong Storage,Hongkong Storage provide premium self storage service in major district in Hong Kong.,"Unit B, 7/F.,
Yeung Yiu Chung (No.6) Industrial Building,
19 Cheung Shun Street,
Cheung Sha Wan,
Kowloon,
Hong Kong. ",(852) 2817-6486,,,http://www.hongkongstorage.com,info@hongkongstorage.com, Godowns & Warehouses
Hongkong United Dockyards Ltd,"Provide quality, prompt and on time dry-docking, afloat and harbour repair services","TYTL 108,
Sai Tso Wan Rd,
Tsing Yi Island,
New Territories,
Hong Kong. ",(852) 2431-2828,(852) 2433-0180,,http://www.hud.com.hk,shiprepair@hud.com.hk, Shipyards/Ship Repairers
Honour Marine Safety Equipment Co Ltd,"Hansson pyrotechnics, Baltic inflatable lifejackets, Zodiac, DBC, CSM, Fujikura, Mitsubishi liferaft station. Lifeboat inspection. Fire fighting system, EEBD, BA inspection and etc.","Factory B, 2/F,
Kingsford Ind. Bldg, Phase 1,
26-32 Kwai Hei Street,
Kwai Chung,
New Territories,
Hong Kong.",(852) 2819-8417,(852) 2819-8443,,http://www.honourmarine.com,honourms@netvigator.com , Marine Suppliers (Equipment)
Hosanna Logistics Ltd,"Providing LCL/FCL sea & air services, project & break bulk cargo, custom clearance. Warehousing & distribution servuices. Especially in China forwarding.","7/F,
Shiu Fung Hong Bldg,
239-241 Wing Lok Street,
Sheung Wan,
Hong Kong. ",(852) 2723-5188,"(852) 2723-7188
(852) 2127-7491",,,info@hosanna-logistics.com.hk , Freight Forwarders/Logistics
Houlder Insurance Brokers Far East Ltd.,"Provide a diversify and dynamic insurance services and solutions virtually of any kind of enterprise, financial institution and individual needs. ","18/F.,
China Merchants Tower,
Shun Tak Centre,
168-200 Connaught Road,
Central,
Hong Kong.",(852) 2890-5302,(852) 2577-7545,,http://www.cmhoulder.com,hib@cmhoulder.com, Maritime Insurance 
Howse Williams Bowers,"HWB specialises in shipping law including charterparty / bill of lading disputes; cargo claims; marine insurance; collisions, salvage and wreck removal.","27th Floor,
Alexandra House,
18 Chater oad,
Central,
Hong Kong.",(852) 2803-3688,(852) 2803-3608,,http://www.hwbhk.com,chris.howse@hwbhk.com, Maritime Law Firms
Hsing Loong Company Ltd,Storage and logistics service.,"220-248 Texaco Road,
Suite 1012,
Tsuen Wan,
New Territories,
Hong Kong.","(852) 2545-0877 
(852) 2545-0665",(852) 2815-1765 ,,http://hsingloongroup.tripod.com,hsingloongroup@yahoo.com , Freight Forwarders/Logistics
ICF Consulting Services Hong Kong Limited,Port master planning; due diligence; financial appraisal; market assessment; regulation; PPPs; economic development; environmental monitoring & evaluation; climate change advisory.,"19/F,
Heng Shan Centre,
145 Queen's Road East,
Wanchai,
Hong Kong.",(852)  2868-6980,(852) 2530-4302,,http://www.icfi.com/markets/transportation/ports-and-logistics,hongkong@icfi.com, Maritime Consultancy
IFL Shipping (HK) Ltd.,"Partner with own office in Seattle, WA and Los Angeles,CA NVOCC and Licence Customs broker in USA.  ","Unit 702, 7th Floor,
New Venture Centre,
No. 18, Lam Tin Street,
Kwai Chung, 
New Territories,
Hong Kong.",(852) 2787-7610,(852) 2787-2677,,,inquiry@ifl.com.hk, Freight Forwarders/Logistics
IHS Hong Kong Limited,Maritime Intelligence and Publications: IHS Fairplay,"17/F, 
No. 1 Chatham Road South,
Tsim Sha Tsui, 
Kowloon,
Hong Kong",(852) 2731-8919,(852) 2312-6792,,http://www.ihsfairplay.com,Anthony.Lim@ihs.com, Information System
Ijin Marine Limited,"Service agent in more than 300 ports, 80 countries, voyage repair, life saving inspection, fire fighting inspection, underwater service supply.","12/F.,
San Toi Building,
139 Connaught Road Central,
Hong Kong",(852) 2139-3077,(852) 2139-3217,86-15026636864,http://www.ijinmarine.net,sales@ijinmarine.com, Ship Management
Ince & Co,"Providing both contentious and non-contentious legal advice on all maritime matters: admiralty, dry, marine insurance and ship finance.","3801-6 ICBC Tower,
Citibank Plaza,
3 Garden Road,
Central,
Hong Kong",(852) 2877-3221,(852) 2877-2633,,http://www.incelaw.com,hkinfo@incelaw.com, Maritime Law Firms
Inchcape Shipping Services (HK) Ltd.,Provides a 24 hours services and fulfil customers requirements through our 255 offices in 47 countries around the world. ,"Unit 1103, 11/F,
Tower 1,
Enterprise Square,
9 Sheung Yuet Road,
Kowloon Bay,
Hong Kong.",(852) 2746-7312 ,(852) 2744-3240 ,,http://www.iss-shipping.com,ssdhk@iss-shipping.com , Local Shipping Agents
Infrared Engineering and Consultants Limited,Provide thermal inspection and infrared thermal camera.,"Suite 1901, 19/F,
Lucky Centre,
165-171 Wanchai Road,
Hong Kong.",(852) 2550-2330,(852) 2550-1179 ,,http://www.infrared.hk,info@infrared.hk, Marine Suppliers (Equipment)
International Bunker Services Limited,"Worldwide Bunker Supplier/Bunker Trader. Specialist in Japan, Russia, Hong Kong, China mainland and other Asian ports.","Room 3204-08, 32/F,
Sun Hung Kai Centre,
30 Harbour Road,
Wan Chai,
Hong Kong.",(852) 2190-8888,(852) 2511-9211,,http://www.ibskk.com,hk@ibskk.com, Bunkers
International Freight Express (H.K.) Ltd,International air & sea freight logistics.,"Room 802,
Yuen Fat Ind Bldg,
25 Wang Chiu Rd,
Kowloon Bay,
Kowloon,
Hong Kong.",(852) 2331-4210,(852) 2707-0089,,http://www.ifehkg.com,general@ifehkg.com, Freight Forwarders/Logistics
International Paint (Hong Kong) Ltd,"International is the leading of high performance marine coating and forms part of AKZONOBEL, specialising in coatings, chemicals and healthcare.","Unit 2005, 20/FL,
148 Electric Rd,
North Point,
Hong Kong.",(852) 2508-7700,(852) 2827-9488,,http://www.internationalpaint.com,spandau.chin@akzonobel.com, Paints & Coatings
International Shipping Agencies Ltd.,"Ships registration, formation of offshore companies, radio accounting authority, ships survey, crew endorsement certificates.","Office A, 3/F,
Eton Building,
288 Des Voeux Road C.,
Hong Kong.",(852) 2543-8848 ,(852) 2815-3275 ,,,shipreg@pg02.com," Maritime Consultancy, Shipping Registries"
Interocean Shipping Company Ltd.,"Shipping management, shipping agency, ship brokering & ship chartering.","4th Floor,
Harbour Comm Bldg,
122 Connaught Rd,
Central,
Hong Kong.",(852) 2541-2634,(852) 2541-6449,,,info@interocean.com.hk, Shipping Companies
Intertek Testing Services Hong Kong Ltd,"Marine and general cargo survey, P & I surveys, on & off hire surveys, condition survey, Bunker survey, adjusting of marine cargo claims.","5B, 
Garment Centre,
576 Castle Peak Road,
Kowloon,
Hong Kong. ",(852) 2197-1838,(852) 2307-0373,,http://www.intertek.com,gen.info@intertek.com, Surveyors
Irwin Marine Services,"Steel Repairs using our own Classification Society (ABS) approved welding procedures and welders, 2-stroke main engine repair and maintenance","Unit A, 14/F., 
Hua Chiao Commercial Centre,
678 Nathan Road,
Mong Kok,
Kowloon,
Hong Kong. ","(852) 5128-3422
",,,http://www.irwin.com.hk,David.Schaus@irwin.com.hk, Shipyards/Ship Repairers
ISM Shipping Agent Company,"Port agent, vessel transit, spare/CTM delivery, crew manning /crew change, protecting agency services at Chinese ports, vessel delivery, bunkering, drydocking, etc.","RM B, 21/Floor,
Kai Kwong Commercial Building,
332 Lockhart Road,
Wan Chai,
Hong Kong","(852) 2802-2815
(852) 2836-6090",(852) 2802-2817,(051) 94075247 ISMA G,http://www.ismsac.com,ism@biznetvigator.com, Local Shipping Agents
IWK Survey Limited,"Cargo Damage Inspection, Container Transferring Supervision, Container Loading Supervision, Container Unloading Supervision, Cargo Measuring, Public Weighing, Third-party Inspection","Unit 305D, 3/F.,
Wah Fat Industrial Building,
10-14 Kung Yip Street,
Kwai Chung, 
New Territories,
Hong Kong.",(852) 2610-0224,(852) 2610-0453,,,survey@iwk.com.hk, Surveyors
J & H Surveying Co. Ltd. ,"Provides surveying services to leading underwriters, ship owners, pleasure craft owners, dealers, broker, builders and marinas. ","1/F., 
CMA Building,
64-66 Connaught Road, 
Central,
Hong Kong.",(852) 2519-6120,(852) 2519-3550 ,,,wsk@jandhsurvey.com, Surveyors
J. D. Wort & Co. Ltd,Surveyors and consultants to the marine insurance industry and associated legal counsel. ,"Suite B6, 29/F,
Causeway Centre,
28 Harbour Road,
Wan Chai,
Hong Kong. ",(852) 2802-1019,(852) 2827-2355,,,jdwco@netvigator.com, Maritime Consultancy
"J. R. Teihcson & Management Co., Ltd.",Operating and agent ship for shipowners.,"8/F, Room B,
Kingswell Commercial Tower,
173 Lockhart Road,
Wan Chai,
Hong Kong.",(852) 2586-1016,(852) 2586-1067,,,, Ship Management
Jade Ship Management Limited,"Ship, Corporate, Commercial Management, Technical Services(including New Building Supervision), Drydock/Voyage Repairs and Port Agency.","1702 - 1703A,
Asia Trade Centre,
79 Lei Muk Road,
Kwai Chung,
New Territories,
Hong Kong.","(852) 2427-9361
(852) 5418-3308",(852) 2427-9368,,http://www.jade-shipmanagement.com,info@jade-shipmanagement.com," Maritime Consultancy, Ship Management"
Janco International Freight Ltd.,"Sea/Air, forwarder, logistics serving globally with Hong Kong/China.","Rm. 1608, 16/F, 
Tower A,
Manulife Financial Centre,
223 Wai Yip Street,
Kwun Tong,
Kowloon,
Hong Kong.",(852) 2575-7883,(852) 2575-8609,,http://www.jancofreight.com,hkg@jancofreight.com, Freight Forwarders/Logistics
Jardine Lloyd Thompson Ltd.,"Independent international insurance broker and risk advisor on marine, construction, commercial and industrial as well as specialising in employee benefits. ","5th Floor,
Cityplaza Four,
12 Taikoo Wan Road,
Taikoo Shing,
Island East,
Hong Kong.",(852) 2864-5333,(852) 2161-0135,,http://www.jltasia.com,lbib@lambertbrothers.com.hk, Maritime Insurance 
Jardine Shipping Services,"Jardine Shipping Services offers a comprehensive range of port agency, liner agency and other shipping-related services","Jardine Shipping Services 
Group Head Office
18/F.
Tower Two,
Ever Gain Plaza,
88 Container Port Road,
Kwai Chung,
Hong Kong.",(852) 2418-3398,(852) 2960-1709,,http://www.jardine-shipping.com,enquiries@jardine-shipping.com, Shipping Companies
Jotun COSCO Marine Coatings (HK) Limited,Jotun is a global leader in paints and coatings with 70 companies and 38 production facilities on all continents.,"Room 902,
101 King's Road,
North Point,
Hong Kong.",(852) 2527-6466,(852) 2861-1307,,http://www.jotun.com,customer.service.hongkong@jotun.com, Paints & Coatings
Joy Fortune Shipping & Service HK Limited,"Port agency & protective agency in HK & China. Crew handling, Projects cargo, logistics, Stevedore, Ships Supplies & Repair.","Room 16, 31/F.,
One Midtown,
11 Hoi Shing Road,
Tsuen Wan,
New Territories,
Hong Kong.","(852)2311-6299
(852)2311-6899",(852) 2311-4822,,,hongkong@joyfortune.com.hk," Freight Forwarders/Logistics, Local Shipping Agents, Shipping Companies"
Kay Leung Company Limited,"Ship surveys, marine insurance claim and loss adjustments. Feasibility studies and consultation works relating to marine fields. ","Unit 2214,
Technology Park,
18 On Lai Street,
Sha Tin,
Hong Kong.",(852) 2543-3308 ,(852) 2815-2823,,,kay@kayleung.com.hk, Surveyors
KCC Corporation ,"We are the chemical company. We are manufacturing and supplying the marine, container and industrial coatings etc. ","Unit 1903, 19/F,
Emperor Group Centre,
288 Hennessy Road,
Wanchai,
Hong Kong.",(852) 2577-0343,(852) 2577/0838,,http://www.kccworld.co.kr,"omcd@kccworld.co.kr
mpmd@kccworld.co.kr", Paints & Coatings
KEE Marine Service & Consultant Ltd.,"Registered gas free inspector, Registered magnetic compass adjuster, Hign Court appointed Ship Surveyor, Authorized surveyor of local vessels, Marine consultant.","Unit 8C, 8/F,
235 Wing Lok Street Trade Centre,
235 Wing Lok Street,
Sheung Wan,
Hong Kong","(852) 2116-1663
(852) 3427-3218 ",(852) 2851-6379 ,,http://www.keemarine.com,info@keemarine.com ," Maritime Consultancy, Marine Suppliers (Equipment), Surveyors"
"Keesal, Young & Logan, LLP",U.S. based lawfirm providing advice on all aspects of U.S. shipping matters.,"Suite 1603,
299 Queen's Road Central,
Hong Kong.",(852) 2854-1718,(852) 2541-6189,,http://www.kyl.com,jzinke@kyl.com.hk , Maritime Law Firms
Kemklen Technical Services Ltd.,"We provide turbocharger parts & overhaul, dynamic balancing, penetrant dye else services for VTR, MAN, MET, KBB, Napier etc.","Shop No.8, G/Fl., 
Block B,
Vigor Ind. Bldg.,
14-20 Cheung Tat Road,
Tsing Yi Island,
New Territories,
Hong Kong.",(852) 2861-2812,(852) 2861-1168,,http://www.turbokts.com,ktssales@turbokts.com, Shipyards/Ship Repairers
Kesco SCM (HK) Limited,"International forwarding (air & ocean) service provider. Offices in HK, 6 China cities and USA.","11/F,
China United Plaza,
1008 Tai Nan West Street,
Cheung Sha Wan,
Kowloon,
Hong Kong.",(852) 2759-6921,(852) 2798-0924,,http://www.kescologistics.com,"kesco@kescohkg.com
rc@kescohkg.com", Freight Forwarders/Logistics
Kingbest Shipping Ltd.,"Ship's chartering, shipping/husbanding agencies, operator, S&P brokers, protective agency for ships supervision in PRC.","Office A, 14/F,
Wing Cheong Commercial Bldg.,
No. 19-25 Jervois Street,
Sheung Wan,
Hong Kong.",(852) 2815-2285,(852) 2815-8955,94075249 KBSH G,,general@kingbest.com.hk, Local Shipping Agents
Kingstar Shipping Limited,"Owners, ship-managers and charterers with focus on Asia Pacific, trading steels, project cargoes, wood products and agri-products.","Suite No. 906, 9/F,
Exchange Tower,
33 Wang Chiu Road,
Kowloon bay,
Kowloon,
Hong Kong.",(852) 2576-2611 ,(852) 2576-3043,,,kingstar@kingstarship.com," Ship Management, Shipping Companies"
Kingsway Logistics Company Limited,International freight forwarding providing LCL/FCL sea & air services. Major in Vietnam/India/China market for garment industry,"Flat F, 10/F, 
Block 1, 
Golden Dragon Industrial Centre,
No.152-160,
Tai Lin Pai Road,
Kwai Chung,
New Territories,
Hong Kong.",(852) 3679-3355 ,(852) 3622-2724 ,,http://www.kw-log.com,sales@kw-log.com, Freight Forwarders/Logistics
Kong Hing Agency Limited,Liners of S.E. Asia,"Room 1408,
Cosco Tower,
183 Queen's Road C.,
Hong Kong ",(852) 2534-3700 ,(852) 2534-3754,(051) 94075275,http://www.konghing.com.hk,ops@konghing.com.hk ," Local Shipping Agents, Shipping Companies"
"K-Power Marine Group Co., Ltd","We provide professional services for mid-stream service, heavy cargo lifting, transportation, project cargo handling, salvage and emergency rescue.","Floor 13A,
No.9 Des Voeux Rd. West,
Hong Kong.",(852) 3913-3000,(852) 2858-3102,,http://www.facebook.com/kpowermarinegroup?ref=aymt_homepage_panel,kwok_cp@cheungkeemarine.com, Mid-Stream Operators
Kristian Jebsens Ltd,"Kristian Jebsens Limited - Incorporated in November 1985 providing professional shipping services to shipowners and ship-operators worldwide, Port of Tacoma USA representation.","15/Fl.,
Qualipak Tower,
122 Connaught Road West,
Hong Kong.",(852) 2861-0068,(852) 2520-6785,,http://home.netvigator.com/~krisjeb,genenq@krisjeb-ffl.com," Local Shipping Agents, Shipping Companies"
Kusa Shipping Ltd,"We provide sea freight forwarding service, inland transportation to/ from Hong Kong and China as well as commercial & personal relocation cargo.","M/Floor,
Lung Ma Bldg,
550-552 Nathan Rd,
Kowloon,
Hong Kong.",(852) 2323-1384,(852) 3007-3229,,http://www.kusa.com.hk,info@kusa.com.hk, Freight Forwarders/Logistics
"Kwai Kong Shipping Co, Ltd.","Providing shipment from HK to Wuzhou & Guigang; Local transporation, container haulage vanning & devanning service.","Room 207,
Wayson Comm Bldg,
28 Connaught Rd W,
Hong Kong.",(852) 2548-0100,(852) 2559-2926,,,, Shipping Companies
