Company Name,Address,District Number,Telephone Number,Fax Number,Website,Email Address,Category
J & H SURVEYING CO. LTD. ,"CMA BUILDING,
64-66 CONNAUGHT ROAD, 
CENTRAL,
HONG KONG.",852,2519-6120,2519-3550,,wsk@jandhsurvey.com, SURVEYORS
J. D. WORT & CO. LTD,"CAUSEWAY CENTRE,
28 HARBOUR ROAD,
WAN CHAI,
HONG KONG. ",852,2802-1019,2827-2355,,jdwco@netvigator.com, MARITIME CONSULTANCY
"J. R. TEIHCSON & MANAGEMENT CO., LTD.","KINGSWELL COMMERCIAL TOWER,
173 LOCKHART ROAD,
WAN CHAI,
HONG KONG.",852,2586-1016,2586-1067,,null, SHIP MANAGEMENT
JADE SHIP MANAGEMENT LIMITED,"ASIA TRADE CENTRE,
79 LEI MUK ROAD,
KWAI CHUNG,
NEW TERRITORIES,
HONG KONG.",852,"2427-9361
(852)",2427-9368,http://www.jade-shipmanagement.com,info@jade-shipmanagement.com, MARITIME CONSULTANCY
JANCO INTERNATIONAL FREIGHT LTD.,"MANULIFE FINANCIAL CENTRE,
223 WAI YIP STREET,
KWUN TONG,
KOWLOON,
HONG KONG.",852,2575-7883,2575-8609,http://www.jancofreight.com,hkg@jancofreight.com, FREIGHT FORWARDERS/LOGISTICS
JARDINE LLOYD THOMPSON LTD.,"CITYPLAZA FOUR,
12 TAIKOO WAN ROAD,
TAIKOO SHING,
ISLAND EAST,
HONG KONG.",852,2864-5333,2161-0135,http://www.jltasia.com,lbib@lambertbrothers.com.hk, MARITIME INSURANCE 
JARDINE SHIPPING SERVICES,"JARDINE SHIPPING SERVICES 
GROUP HEAD OFFICE
18/F.
TOWER TWO,
EVER GAIN PLAZA,
88 CONTAINER PORT ROAD,
KWAI CHUNG,
HONG KONG.",852,2418-3398,2960-1709,http://www.jardine-shipping.com,enquiries@jardine-shipping.com, SHIPPING COMPANIES
JOTUN COSCO MARINE COATINGS (HK) LIMITED,"101 KING'S ROAD,
NORTH POINT,
HONG KONG.",852,2527-6466,2861-1307,http://www.jotun.com,customer.service.hongkong@jotun.com, PAINTS & COATINGS
JOY FORTUNE SHIPPING & SERVICE HK LIMITED,"ONE MIDTOWN,
11 HOI SHING ROAD,
TSUEN WAN,
NEW TERRITORIES,
HONG KONG.",852,null,2311-4822,,hongkong@joyfortune.com.hk, FREIGHT FORWARDERS/LOGISTICS
KAY LEUNG COMPANY LIMITED,"UNIT 2214,
TECHNOLOGY PARK,
18 ON LAI STREET,
SHA TIN,
HONG KONG.",852,2543-3308,2815-2823,,kay@kayleung.com.hk, SURVEYORS
KCC CORPORATION ,"EMPEROR GROUP CENTRE,
288 HENNESSY ROAD,
WANCHAI,
HONG KONG.",852,2577-0343,2577/0838,http://www.kccworld.co.kr,"omcd@kccworld.co.kr
mpmd@kccworld.co.kr", PAINTS & COATINGS
KEE MARINE SERVICE & CONSULTANT LTD.,"235 WING LOK STREET TRADE CENTRE,
235 WING LOK STREET,
SHEUNG WAN,
HONG KONG",852,"2116-1663
(852)",2851-6379,http://www.keemarine.com,info@keemarine.com , MARITIME CONSULTANCY
"KEESAL, YOUNG & LOGAN, LLP","SUITE 1603,
299 QUEEN'S ROAD CENTRAL,
HONG KONG.",852,2854-1718,2541-6189,http://www.kyl.com,jzinke@kyl.com.hk , MARITIME LAW FIRMS
KEMKLEN TECHNICAL SERVICES LTD.,"SHOP NO.8, G/FL., 
BLOCK B,
VIGOR IND. BLDG.,
14-20 CHEUNG TAT ROAD,
TSING YI ISLAND,
NEW TERRITORIES,
HONG KONG.",852,2861-2812,2861-1168,http://www.turbokts.com,ktssales@turbokts.com, SHIPYARDS/SHIP REPAIRERS
KESCO SCM (HK) LIMITED,"CHINA UNITED PLAZA,
1008 TAI NAN WEST STREET,
CHEUNG SHA WAN,
KOWLOON,
HONG KONG.",852,2759-6921,2798-0924,http://www.kescologistics.com,"kesco@kescohkg.com
rc@kescohkg.com", FREIGHT FORWARDERS/LOGISTICS
KINGBEST SHIPPING LTD.,"WING CHEONG COMMERCIAL BLDG.,
NO. 19-25 JERVOIS STREET,
SHEUNG WAN,
HONG KONG.",852,2815-2285,2815-8955,,general@kingbest.com.hk, LOCAL SHIPPING AGENTS
KINGSTAR SHIPPING LIMITED,"SUITE NO. 906, 9/F,
EXCHANGE TOWER,
33 WANG CHIU ROAD,
KOWLOON BAY,
KOWLOON,
HONG KONG.",852,2576-2611,2576-3043,,kingstar@kingstarship.com, SHIP MANAGEMENT
KINGSWAY LOGISTICS COMPANY LIMITED,"GOLDEN DRAGON INDUSTRIAL CENTRE,
NO.152-160,
TAI LIN PAI ROAD,
KWAI CHUNG,
NEW TERRITORIES,
HONG KONG.",852,3679-3355,3622-2724,http://www.kw-log.com,sales@kw-log.com, FREIGHT FORWARDERS/LOGISTICS
KONG HING AGENCY LIMITED,"COSCO TOWER,183 QUEEN'S RD,CENTRAL,HONG KONG.",852,2534-3700,2534-3754,http://www.konghing.com.hk,ops@konghing.com.hk , LOCAL SHIPPING AGENTS
"K-POWER MARINE GROUP CO., LTD","NO. 9 DES VOEUX RD WEST,
HONG KONG.",852,3913-3000,2858-3102,http://www.facebook.com/kpowermarinegroup?ref=aymt_homepage_panel,kwok_cp@cheungkeemarine.com, MID-STREAM OPERATORS
KRISTIAN JEBSENS LTD,"QUALIPAK TOWER,
122 CONNAUGHT ROAD WEST,
HONG KONG.",852,2861-0068,2520-6785,http://home.netvigator.com/~krisjeb,genenq@krisjeb-ffl.com, LOCAL SHIPPING AGENTS
KUSA SHIPPING LTD,"LUNG MA BLDG,
550-552 NATHAN RD,
KOWLOON,
HONG KONG.",852,2323-1384,3007-3229,http://www.kusa.com.hk,info@kusa.com.hk, FREIGHT FORWARDERS/LOGISTICS
"KWAI KONG SHIPPING CO, LTD.","WAYSON COMM BLDG,28 CONNAUGHT RD WEST,HONG KONG.",852,2548-0100,2559-2926,,null, SHIPPING COMPANIES
LAISSEZ FAIRE CO,"SINO CENTRE,
582-592 NATHAN RD,
KOWLOON,
HONG KONG.",852,"2770-8066
(852)",2782-5366,http://www.laissezfaire.com.hk/,info@laissezfaire.imsbiz.com.hk, PASSENGER FERRY SERVICES
LANGTON SHIP MANGAGEMENT LTD,"CONNAUGHT ROAD WEST, SAI YING POON,HONG KONG.",852,2153-9400,2155-1911,http://www.langtonshipping.com,laxman@langtonshipping.com, SHIP MANAGEMENT
LAPTON FREIGHT INTERNATIONAL LTD.,"HK INDUSTRIAL CENTRE,
489-491 CASTLE PEAK ROAD
KOWLOON,
HONG KONG. ",852,2789-1128,2789-2860,http://www.lapton-freight.com.hk,rayngan@lapton-freight.com.hk, FREIGHT FORWARDERS/LOGISTICS
LEUNG WAN KEE SHIPYARD LIMITED,"TAM KON SHAN RD,TYTL 102,NGAU KOK WAN,NORTH TSING YI,NEW TERRITORIES,HONG KONG.",852,2495-1103,2433-0119,,eng@leungwankee.com.hk, SHIPYARDS/SHIP REPAIRERS
LINCON MARINE SUPPLY SERVICE LIMITED,"MING FAT INDUSTRIAL CENTRE,
1 KIN FAT STREET,
TUEN MUN,
HONG KONG. ",852,2462-7998,2467-5114,http://www.linconsupply.com,info@linconsupply.com, MARINE SUPPLIERS (EQUIPMENT)
LITTLEWOODS,"HANG SENG MONGKOK BLDG,
677 NATHAN ROAD,
KOWLOON,
HONG KONG.",852,2397-3354,2390-3354,http://www.littlewoodshk.com,blittle@netvigator.com, MARITIME LAW FIRMS
LOCKTON COMPANIES (HONG KONG) LTD,"TAIKOO PLACE, 
979 KING'S ROAD,
ISLAND EAST,
HONG KONG.",852,2250-2896,2250-2838,http://www.lockton-asia.com,irene.tong@asia.lockton.com, MARITIME INSURANCE 
LOGWIN AIR & OCEAN FAR EAST LTD,"SKYLINE TOWER, 
39 WANG KWONG ROAD,
KOWLOON BAY,
HONG KONG.",852,2827-8318,3190-2101,http://www.logwin-logistics.com,friendly.yuen@logwin-logistics.com, FREIGHT FORWARDERS/LOGISTICS
LONDON OFFSHORE CONSULTANTS (HONG KONG) LTD,"NEW VENTURE CENTRE,NO. 18, LAM TIN STREET,KWAI CHUNG, NEW TERRITORIES,HONG KONG.",852,2851-3028,2851-3330,http://www.loc-group.com,hongkong@loc-group.com, MARITIME CONSULTANCY
LUBECA MARINE AGENCY (HK) LTD,"FOO CHEONG BUILDING,
82-86 WING LOK STREET,
SHEUNG WAN,
HONG KONG.",852,2810-0600,2537-1734,http://www.lubeca-hk.com,lubeca@netvigator.com , LOCAL SHIPPING AGENTS
"LUEN HING SHIPPING CO, LTD","MAN CHEONG BUILDING,
MAN CHEONG ST,
FERRY POINT,
KOWLOON,
HONG KONG.",852,2388-0606,2710-9115,http://www.lhs.hk,null, SHIPPING COMPANIES
M L P MARINE SERVICES LTD,"FAT LEE INDUSTRIAL BUILDING,
17 HUNG TO ROAD,
KWUN TONG, 
KOWLOON,
HONG KONG.",852,2851-3328,2543-5813,,mlpma@biznetvigator.com, MARITIME CONSULTANCY
MAN SANG (CHINA) CO. LTD.,"PROFIT INDUSTRIAL BUILDING,
1-15 KWAI FUNG CRESCENT,
KWAI CHUNG,
NEW TERRITORIES,
HONG KONG.",852,2858-9622,2858-9569,http://www.mansangco.com,hk@mansangco.com, MARINE SUPPLIERS (EQUIPMENT)
MANIFEST MARKETING LTD.,"SHUN FENG INTERNATIONAL CENTRE,
182 QUEEN'S ROAD EAST,
WAN CHAI,
HONG KONG.",852,2869-5065,2657-0312,http://www.manifest-hk.com,info@manifest-hk.com, MARINE SUPPLIERS (EQUIPMENT)
MARINA CONTAINER LINES (HK) LTD,"TUNG HIP COMM. BLDG.,
244-252, 
DES VOEUX ROAD CENTRAL,
HONG KONG.",852,2369-7613,2377-3638,http://www.mclhkg.com.hk,ericmswong@mclhkg.com.hk, FREIGHT FORWARDERS/LOGISTICS
MARINASIA LIMITED,"MAI HING IND. BLDG.,
16-18 HING YIP STREET,
KWUN TONG,
KOWLOON,
HONG KONG.",852,2541-5882,2541-3060,http://www.marinasia.com.hk/,admin@marinasia.com.hk, SURVEYORS
MARINE SURVEYS & ENGINEERING SERVICES LTD,"CENTRAL PLAZA,18 HARBOUR ROAD,WAN CHAI,HONG KONG",852,9388-6475,2661-6116,http://www.mseshk.com,mses@fastmail.fm, SURVEYORS
MARITIME SERVICES (HK) CO LTD,"HANG LUNG HOUSE,
184-192, QUEEN'S RD,
CENTRAL,
HONG KONG.",852,2851-0266,2542-2788,http://www.mscohk.com,msco@netvigator.com, MARITIME CONSULTANCY
MARLAND BOAT SERVICE LTD.,"FORTRESS TOWER,
250 KING'S ROAD,
NORTH POINT,
HONG KONG.",852,2571-9322,2806-1075,http://www.mbshk.net,boatservice@marland.com.hk, MARINE SUPPLIERS (EQUIPMENT)
MARLAND TECHNICAL SERVICES LTD.,"FORTRESS TOWER,
250 KING'S ROAD,
NORTH POINT,
HONG KONG.",852,2571-9322,2806-1075,http://www.marland.com.hk,boatservice@marland.com.hk, SHIPYARDS/SHIP REPAIRERS
MARLOW SHIPMANAGEMENT (HK) LTD,"PACIFIC PLAZA,
410 DES VOEUX ROAD WEST,
HONG KONG.",852,2866-1314,2866-2792,http://www.marlow.com.hk,marlow@marlow.com.hk, SHIP MANAGEMENT
MARSCO HEXOL INTERNATIONAL LTD,"YU SUNG BOON BUILDING,
107 - 111 DEO VOEUX ROAD,
CENTRAL,
HONG KONG.",852,2527-3380,2520-1526,http://www.kittiwake.com,hokcfrancis@gmail.com, MARINE SUPPLIERS (EQUIPMENT)
MARSH (HONG KONG) LTD,"CENTRAL PLAZA,18 HARBOUR ROAD,WAN CHAI,HONG KONG",852,2301-7000,2513-7135,http://www.marsh.com,Charles.kh.chow@marsh.com, MARITIME INSURANCE 
MAYER BROWN JSM,"PRINCE'S BUILDING,
10 CHATER ROAD,
CENTRAL,
HONG KONG.",852,2843-2211,2845-9121,http://www.mayerbrownjsm.com,hongkong.office@mayerbrownjsm.com, MARITIME LAW FIRMS
MC EXPRESS INT'L (HK) LTD.,"KWAI SHUN IND. CTR.,51-63 CONTAINER PORT ROAD,KWAI CHUNG,NEW TERRITORIES,HONG KONG",852,3590-5330,3590-5332,,cs@mcexpress.com.hk, FREIGHT FORWARDERS/LOGISTICS
MCW INTERNATIONAL SURVEYORS LTD.,"FOOK YIP BUILDING,NO. 53-57, KWAI FUNG CRESCENT,KWAI CHUNG,NEW TERRITORIES,HONG KONG.",852,2410-0911,2424-3143,http://www.mcwhk.com,mcw@mcwhk.com, SURVEYORS
MCW MARINE SERVICES LIMITED,"FOOK YIP BUILDING,NO. 53-57, KWAI FUNG CRESCENT,KWAI CHUNG,NEW TERRITORIES,HONG KONG.",852,2410-0911,2424-3143,,frankie@mcwhk.com, LOCAL SHIPPING AGENTS
MODERN TERMINALS LIMITED,"BERTH ONE,
KWAI CHUNG,
HONG KONG.",852,2115-3838,2115-3962,http://www.ModernTerminals.com,cad@ModernTerminals.com, CONTAINER TERMINALS
MOON KEUNG SHIPPING & TRANSPORTATION CO. LTD.,"HONG KONG PLAZA,188 CONNAUGHT ROAD WEST,HONG KONG.",852,2559-6253,2540-7712,,mkltd@hkstar.com, SHIPPING COMPANIES
MUTIARA PINEWOOD LTD,"AMTEL BUILDING,148 DES VOEUX RD,CENTRAL,HONG KONG.",852,2517-0308,2517-0615,,pinewood@on-nets.com, FREIGHT FORWARDERS/LOGISTICS
NAUTISK FORLAG HONG KONG PTE LTD,"HONG KONG AND MACAU BUILDING. 
156-157 CONNAUGHT ROAD CENTRAL
SHEUNG WAN,
HONG KONG.",852,2545-4877,2545-4188,http://nautisk.com/,hongkong@nautisk.com, MARINE SUPPLIERS (EQUIPMENT)
NEPA SHIPPING,"CONNAUGHT ROAD WEST, SAI YING POON,HONG KONG.",852,2877-9009,2877-9222,http://www.nepashipping.biz/,projects@nepa.com.hk, SHIPPING COMPANIES
NIPPON KAIJI KENTEI KYOKAI HONG KONG OFFICE,"GOLDEN SUN CENTRE,
59-67 BONHAM STRAND WEST,
SHEUNG WAN,
HONG KONG. ",852,"2807-0617
(852)",2807-1327,http://www.nkkk.or.jp,vivianli@nkkk.com.hk, SURVEYORS
NIPPON KAIJI KYOKAI,"SHUN TAK CENTRE,168-200 CONNAUGHT ROAD, CENTRAL,HONG KONG.",852,2517-7023,2857-7401,http://www.classnk.or.jp,hn@classnk.or.jp, CLASSIFICATION SOCIETIES
NISKO WAREHOUSE LTD,"ATL LOGISTICS CENTRE A,
BERTH 3,
KWAI CHUNG,
NEW TERRITORIES,
HONG KONG",852,2699-3268,2695-1302,http://www.nisko.com,warehouse@nisko.com, GODOWNS & WAREHOUSES
NORTHROP GRUMMAN SPERRY MARINE ASIA INC.,"69 JERVOIS STREET,
SHEUNG WAN,
HONG KONG.",852,2581-9122,2851-9967,http://www.sperrymarine.com,edison.triguero@sperry.ngc.com , MARINE SUPPLIERS (EQUIPMENT)
NORTHSTAR SHIP MANAGEMENT LTD.,"CHINAWELL CENTRE,
414-424 JAFFE ROAD,
HONG KONG.",852,2838-5900,2838-5510,http://www.nsshipmgt.com/,common@nsshipmgt.com, SHIP MANAGEMENT
NORTON ROSE FULBRIGHT,"JARDINE HOUSE,
1 CONNAUGHT PLACE,
CENTRAL,
HONG KONG.",852,3405-2300,2523-6399,http://www.nortonrosefulbright.com,davide.barzilai@nortonrosefulbright.com, MARITIME LAW FIRMS
"NS UNITED SHIPPING (H.K.) CO., LTD.","SHUI ON CENTRE,6-8 HARBOUR RD,WAN CHAI,HONG KONG.",852,2110-1228,2370-9781,,hongkong@nsuship.com.hk, LOCAL SHIPPING AGENTS
NYK LINE (HK) LTD,"KOWLOON COMMERCE CENTRE,
51 KWAI CHEONG ROAD,
KWAI CHUNG,
NEW TERRITORIES,
HONG KONG.",852,2864-5100,2865-1925,http://www.hk.nykline.com,hkg_opcon@hk.nykline.com, SHIPPING COMPANIES
O.W. BUNKER CHINA LTD.,"SHUI ON CENTRE,6-8 HARBOUR RD,WAN CHAI,HONG KONG.",852,3758,2866-9590,http://www.owbunker.com,owbchina@owbunker.com.hk , BUNKERS
OAK MARITIME (HONG KONG) INC. LIMITED,"AXA CENTRE,
151 GLOUCESTER ROAD,
WAN CHAI,
HONG KONG.",852,2506-3866,2506-3563,,null, SHIP MANAGEMENT
OCEAN BASE CO. LTD,"WING HING COMMERCIAL BUILDING,
139-143 WING LOK STREET,
SHEUNG WAN,
HONG KONG.",852,2815-8989,2815-8800,,obasehkg@netvigator.com, LOCAL SHIPPING AGENTS
OCEAN CREW SERVICING CO. LTD.,"BEST-O-BEST COMMERCIAL BUILDING,
NO. 32-36 FERRY STREET,
KOWLOON,
HONG KONG.",852,2780-5998,2780-5981,,ocscl@oceancrew.com.hk, LOCAL SHIPPING AGENTS
OCEAN LONGEVITY SHIPPING & MANAGEMENT CO. LTD,"TWO INTERNATIONAL FINANCE CENTRE,
8 FINANCE STREET,
CENTRAL,
HONG KONG.",852,2858-8818,2858-8733,,"vessel@oceanlongevity.com.hk
crew@oceanlongevity.com.hk", SHIP MANAGEMENT
"OCEANUS MARITIME CO., LTD","TUNG WAI COMMERCIAL BUILD,
109-111 GLOUCESTER ROAD,
WAN CHAI,
HONG KONG.",852,2870-0744,2870-0644,http://www.oceanus-hk.com,ops@oceanus-hk.com, LOCAL SHIPPING AGENTS
OIL SHIPPING,"HARCOURT HOUSE, 39 GLOUCESTER ROAD,WAN CHAI, HONG KONG.",852,3476-5001,2865-1700,http://www.wfscorp.com,oshk@wfscorp.com, BUNKERS
OMIC (HONG KONG) LTD ,"PROFIT IND. BLDG.,
1-15 KWAI FUNG CRESCENT,
KWAI CHUNG,
NEW TERRITORIES,
HONG KONG.",852,"2424-4008
(852)",2480-4638,http://www.omicnet.com/index.html.en,general@omic.com.hk, SURVEYORS
ON BOARD MARINE GROUP LTD.,"E-TAT FACTORY BUILDING,
4 HEUNG YIP ROAD,
WONG CHUK HANG,
HONG KONG.",852,2552-6568,null,http://www.obmghk.com/,info@obmghk.com, MARINE SUPPLIERS (EQUIPMENT)
ONC LAWYERS,"THE BANK OF EAST ASIA BUILDING,
10 DES VOEUX ROAD CENTRAL,
HONG KONG",852,2810-1212,2804-6311,http://www.onc.hk,shipping@onc.hk, MARITIME LAW FIRMS
OOCL LOGISTICS (HONG KONG) LTD,"ONE HARBOUR SQUARE,
181 HOI BUN ROAD,
KWUN TONG,
KOWLOON,
HONG KONG.",852,2371-8288,null,http://www.oocllogistics.com,carrie.poon@oocllogistics.com," CONTAINERIZED FREIGHT SERVICES, FREIGHT FORWARDERS/LOGISTICS"
ORIENTAL AIR TRANSPORT SERVICE LTD,"UNITED OVERSEAS PLAZA,
11 LAI YIP STREET,
KWUN TONG,
KOWLOON,
HONG KONG. ",852,2363-9265,2422-2671,http://www.orientalair.com,orientalair.hkg@orientalair.com, FREIGHT FORWARDERS/LOGISTICS
ORIX ASIA LTD,"UNITED CENTRE,95 QUEENSWAY,HONG KONG.",852,2862-9268,2527-9688,http://www.orix.com.hk,enquiry@orix.com.hk , BANKS (SHIPPING FINANCE)
PACIFIC BASIN SHIPPING LIMITED,"HUTCHISON HOUSE,
10 HARCOURT ROAD,
CENTRAL,
HONG KONG.",852,2233-7000,2807-3351,http://www.pacificbasin.com,info@pacificbasin.com, SHIPPING COMPANIES
PACIFIC INTERNATIONAL LINES (HK) LTD.,"FORTIS BANK TOWER,
77 GLOUCESTER RD,
WAN CHAI,
HONG KONG.",852,2876-5595,2876-5589,http://www.pilship.com,ops@hkg.pilship.com, SHIPPING COMPANIES
PACMARINE SERVICES (HK) LTD,"FWD FINANCIAL CENTER,
308 DES VOEUX ROAD CENTRAL,
SHEUNG WAN,
HONG KONG.",852,2545-0888,25719462,http://www.pacmarine.com,hongkong@pacmarine.com, MARITIME CONSULTANCY
PALFINGER MARINE HONG KONG LTD,"ADMIRALTY CENTRE,
TOWER 2,
18 HARCOURT ROAD,
ADMIRALTY,
HONG KONG. ",852,3975-3046,3975-3000,http://www.palfingermarine.com,timothy.lau@palfingermarine.com, MARINE SUPPLIERS (EQUIPMENT)
PAN WORLD SHIPPING CO.,"ONE MIDTOWN,
11 HOI SHING ROAD,
TSUEN WAN,
NEW TERRITORIES,
HONG KONG.",852,2891-1292,2575-8817,http://www.panworld.com.hk,administrator@panworld.com.hk, FREIGHT FORWARDERS/LOGISTICS
PANAMA SHIPPING CONSULTANTS INC.,"ETON BUILDING,
288 DES VOEUX ROAD C.,
HONG KONG.",852,2543-8848,2815-3275,,shipreg@pg02.com, MARITIME CONSULTANCY
PANDA LOGISTICS LTD.,"PROFIT INDUSTRIAL BUILDING,
1-15 KWAI FUNG CRESCENT,
KWAI CHUNG,
NEW TERRITORIES,
HONG KONG.",852,3101-6888,3101-6988,http://www.pandahk.com,panda@pandahk.com, LOCAL SHIPPING AGENTS
PARAKOU SHIPPING LTD.,"SHUN TAK CENTRE,168-200 CONNAUGHT ROAD, CENTRAL,HONG KONG.",852,2545-8989,2545-8787,http://www.parakougroup.com,opn@parakougroup.com, SHIPPING COMPANIES
PARK EXPRESS LOGISTICS LIMITED,"WONG'S BUILDING,
33 HUNG TO ROAD,
KWUN TONG,
KOWLOON,
HONG KONG. ",852,2798-6868,2796-4358,http://www.parkexpress.com,sales@parkexpress.com, FREIGHT FORWARDERS/LOGISTICS
PENAVICO (HONG KONG) LIMITED,"COSCO TOWER,183 QUEEN'S RD,CENTRAL,HONG KONG.",852,"2135-2112
(852)",2549-8622,http://www.cosco.com.hk,"chankh@penavico.com.hk
ourc@penavico.com.hk", LOCAL SHIPPING AGENTS
PETER Y. C. NG & ASSOCIATES LTD.,"GOLDEN STAR BUILDING,
20-24 LOCKHART ROAD,
WAN CHAI, 
HONG KONG.",852,"2528-4018
(852)",2861-2478,,survey@peterngco.newtthk.com, SURVEYORS
PETERSON FAR EAST LTD,"YUE THAI COMMERCIAL BLDG,
128 CONNAUGHT RD CENTRAL,
SHEUNG WAN,
HONG KONG.",852,2396-7186,2396-5434,http://www.controlunion.com,peterson.fe@attglobal.net , SURVEYORS
PETROCHEM & MARINE SERVICES HONG KONG LTD,"TECHNOLOGY PLAZA,
29-35 SHA TSUI ROAD,
TSUEN WAN,
NEW TERRITORIES,
HONG KONG.",852,2402-9010,2492-3786,http://home.netvigator.com/~pmshkltd,info@pmshk.corp.com.hk, SURVEYORS
PETROLINK ENERGY LIMITED,"ONE ISLAND SOUTH,
2 HEUNG YIP ROAD,
WONG CHUK HANG,
HONG KONG.",852,2832-9013,2832-9007,http://www.ship.com.hk,hkops@ship.com.hk, BUNKERS
PIERCEY MARINE LIMITED,"93 CHE KENG TUK ROAD,
SAI KUNG,
NEW TERRITORIES,
HONG KONG.",852,2791-4106,2791-4124,http://www.pierceymarine.com,info@pierceymarine.com, MARINE SUPPLIERS (EQUIPMENT)
PPG PERFORMANCE COATINGS (HONG KONG) LIMITED,"CITYPLAZA ONE,
1111 KING'S ROAD,
TAI KOO SHING,
HONG KONG.",852,2545-2821,2544-6109,http://www.ppgpmc.com,sigma.hongkong@ppg.com, PAINTS & COATINGS
PRIME LINE INTERNATIONAL LTD,"MOW HING FACTORY BUILDING,
205 WAI YIP STREET,
KWUN TONG,
KOWLOON,
HONG KONG.",852,2529-7327,2343-6327,,primeline@primeline.com.hk , FREIGHT FORWARDERS/LOGISTICS
PROMAT (HK) LTD,"NEW TREND CENTRE,
704 PRINCE EDWARD ROAD EAST,
SAN PO KONG,
KOWLOON,
HONG KONG.",852,2661-2392,2661-2086,http://www.promat.hk,info@promat.hk , MARINE SUPPLIERS (EQUIPMENT)
PROSPERITY STEAMSHIP CO. LTD,"TAI FAT BLDG.,
43 KO SHING ST.,
SHEUNG WAN,
HONG KONG.",852,2858-2218,2858-3386,,shipmails@prosperity.hk, SHIP MANAGEMENT
PT INDOFUELS LIMITED,"KINGSFIELD CENTRE,
18 SHELL STREET,
NORTH POINT,
HONG KONG.",852,3188-9879,3188-9723,http://www.indofuels.com,sales@indofuels.com, BUNKERS
RADIO HOLLAND HONG KONG COMPANY LIMITED,"ONE MIDTOWN,
11 HOI SHING ROAD,
TSUEN WAN,
NEW TERRITORIES,
HONG KONG.",852,2423-9007,2420-9284,http://www.imtechmarine.com,info.hongkong@imtechmarine.com, MARINE SUPPLIERS (EQUIPMENT)
RAY GLORY SHIPPING LTD,"TUNG CHE COMMERCIAL CENTRE,
246 DES VOEUX ROAD WEST,
HONG KONG. ",852,2857-2918,2857-2418,http://www.rayglory.com.hk/,rayli@rayglory.com.hk , LOCAL SHIPPING AGENTS
REED SMITH RICHARDS BUTLER,"ALEXANDRA HOUSE,
18 CHATER OAD,
CENTRAL,
HONG KONG.",852,2810-8008,2810-1607,http://www.reedsmith.com,Law-HK@Reedsmith.com, MARITIME LAW FIRMS
REGAL WORLDWIDE LOGISTICS LTD.,"PO HONG CENTRE,
2 WANG TUNG STREET,
KOWLOON BAY, KOWLOON,
HONG KONG.",852,2368-8868,2368-8789,,"info@regalworldwide.net
rwlops01@regalworldwide.net", FREIGHT FORWARDERS/LOGISTICS
REGIONAL CONTAINER LINES (H.K.) LTD.,"NO. 9 DES VOEUX RD WEST,
HONG KONG.",852,2526-3318,"2537-5463
(852)",,rclhkg@rclgroup.com , SHIPPING COMPANIES
RENFORD MARINE EQUIPMENT CHINA LTD,"LAWS COMMERCIAL PLAZA,788 CHEUNG SHA WAN ROAD,LAI CHI KOK,KOWLOON,HONG KONG.",852,2742-7111,2742-7171,,info@renford.com, MARINE SUPPLIERS (EQUIPMENT)
RIVER TRADE TERMINAL CO. LTD.,"TERMINAL OFFICE BUILDING,
201 LUNG MUN ROAD,
TUEN MUN,
NEW TERRITORIES,
HONG KONG.",852,2122,2122,http://www.rttc.com.hk,corp_com@rttc.com.hk, CONTAINER TERMINALS
ROLLS-ROYCE MARINE HONG KONG LIMITED,"WING YIP STREET,
KWAI CHUNG,
NEW TERRITORIES,
HONG KONG.",852,2418-4868,2868-5344,http://www.rolls-royce.com,timothy.lau@rolls-royce.com, MARINE SUPPLIERS (EQUIPMENT)
S5 ASIA LIMITED,"EVER GAIN PLAZA,
88 CONTAINER PORT ROAD,
KWAI CHUNG, 
NEW TERRITORIES,
HONG KONG",852,2418-3398,2427-9598,http://www.s5asia.com,enquiries.hongkong@s-5.org, LOCAL SHIPPING AGENTS
SAFE LINK INTERNATIONAL LOGISTICS LTD,"HONG KONG PLAZA,188 CONNAUGHT ROAD WEST,HONG KONG.",852,3568-6383,3568-6183,http://www.safe-link.hk,sales@safe-link.hk, FREIGHT FORWARDERS/LOGISTICS
SAIL WIN LOGISTICS LIMITED,"WANG FU BLDG.,
5-7 CHATHAM COURT,
TSIM SHA TSUI,
KOWLOON,
HONG KONG.",852,2302-1360,2302-1348,http://www.sailwin.com.hk,carson@sailwin.com.hk, FREIGHT FORWARDERS/LOGISTICS
SALES CIRCLE LIMITED,"HUNG TO CENTRE,
94-96 HOW MING STREET,
KWUN TONG,
HONG KONG.",852,3152-7091,2807-1502,http://www.salescircle.com.hk,info@salescircle.com.hk, PAINTS & COATINGS
SAN LIAN SHIPPING CO LTD,"NGAN HOUSE,
206-210 DES VOEUX RD. CENTRAL,
SHEUNG WAN,
HONG KONG.",852,2545-0885,2542-0731,,sanlian@biznetvigator.com, LOCAL SHIPPING AGENTS
"SAN TAI DISTRIBUTION CO, LTD","ALLIED CARGO CENTRE,
150-160 TEXACO RD,
TSUEN WAN,
NEW TERRITORIES,
HONG KONG.
[FREIGHT FORWARDERS/LOGISTICS]
8/F,
ALLIED CARGO CENTRE,
150-160 TEXACO RD,
TSUEN WAN,
NEW TERRITORIES,
HONG KONG. ",852,2408-0282,"2408-0362
(852)",http://www.santai.com.hk,std@santai.com.hk, FREIGHT FORWARDERS/LOGISTICS
